company_1,company_2,similarity,distance
PolyAI,Apollo,0.35758692,0.6424131
Cerebras,Adobe,0.35758215,0.64241785
Alibaba,Sakana AI,0.3574197,0.6425803
Wayve,Ant Group,0.35733515,0.64266485
BenevolentAI,Lightspeed,0.35706583,0.6429342
Cohere,World Labs,0.35705334,0.64294666
ByteDance,Wayve,0.3569481,0.64305186
Aleph Alpha,DeepL,0.3567956,0.6432044
Harvey,Comand AI,0.35675916,0.6432408
Databricks,ARM Holdings,0.35674104,0.6432589
1X Technologies,Aqemia,0.35673046,0.64326954
World Labs,RobCo GmbH,0.35665685,0.64334315
Groq,Prophesee,0.35660812,0.64339185
ContentSquare,Owkin,0.3565638,0.6434362
Palantir,Nabla,0.3565054,0.6434946
Celonis,Appen,0.35624015,0.64375985
Palantir,Xelix,0.3561701,0.64382994
ManoMano,Procore,0.35604596,0.64395404
Clay,Cognism,0.35576537,0.64423466
Lightspeed,Prophesee,0.35572374,0.64427626
Anthropic,RobCo GmbH,0.35564774,0.64435226
Sakana AI,Nabla,0.35563147,0.6443685
World Labs,1X Technologies,0.35554707,0.6444529
Black Forest AI GmbH,Prophesee,0.3554797,0.6445203
Nscale,Xelix,0.35539407,0.64460593
UiPath,Lightspeed,0.35530126,0.64469874
Einride,01.AI,0.35517597,0.644824
Black Forest AI GmbH,Aqemia,0.3551,0.64489996
Black Forest AI GmbH,Nabla,0.35496122,0.6450388
UiPath,Aleph Alpha,0.35492295,0.64507705
PolyAI,Exotec,0.35492182,0.6450782
Nscale,UiPath,0.35488683,0.64511317
5C,2CRSI,0.3546349,0.6453651
Harvey,Indium,0.35460418,0.6453958
Perplexity,Black Forest Labs,0.3545509,0.6454491
Groq,Multiverse Computing,0.35448688,0.6455131
Databricks,Appen,0.3543655,0.64563453
BuildOps,Appen,0.35412073,0.64587927
Anthropic,Perplexity AI,0.3540291,0.64597094
Procore,Qualified,0.35376027,0.64623976
Cohere,BuildOps,0.35372326,0.6462767
Apollo,Tessl,0.35368904,0.6463109
1X Technologies,ManoMano,0.35362142,0.6463786
Wayve,ARM Holdings,0.3535746,0.64642537
PolyAI,Adobe,0.35348156,0.64651847
Sidetrade,PlanRadar,0.35340273,0.64659727
MiniMax,Applied Intuition,0.35339662,0.64660335
Perplexity AI,Aqemia,0.35327125,0.64672875
Mistral AI,RobCo GmbH,0.35322744,0.64677256
Black Forest AI GmbH,Xelix,0.35317287,0.6468271
Alibaba,H Company,0.3530105,0.64698946
1X Technologies,Hugging Face,0.3530062,0.64699376
Celonis,1X Technologies,0.3529999,0.6470001
2CRSI,BuildOps,0.3529611,0.64703894
RobCo GmbH,Clay,0.3528469,0.64715314
Applied Intuition,Sakana AI,0.35283908,0.6471609
2CRSI,Comand AI,0.3524181,0.64758193
Palantir,Appen,0.35236096,0.64763904
ContentSquare,PhotoRoom,0.35223383,0.6477662
Wayve,RobCo GmbH,0.35195646,0.6480435
Perplexity,Aqemia,0.3518892,0.6481108
Y combinator,Aleph Alpha,0.35187194,0.64812803
Applied Intuition,Indium,0.35183564,0.6481644
Databricks,2CRSI,0.35178456,0.6482154
Perplexity,Prophesee,0.35172805,0.6482719
PolyAI,Shift Technology,0.3516615,0.6483385
Black Forest Labs,Cambricon Technologies,0.35162985,0.64837015
Sakana AI,Aqemia,0.35149184,0.6485082
PolyAI,2CRSI,0.35134432,0.64865565
1X Technologies,Black Forest Labs,0.35113862,0.6488614
ARM Holdings,Prophesee,0.35102051,0.6489795
01.AI,Owkin,0.35075697,0.649243
AMI - Advanced Machine Intelligence,Synthesia,0.3504825,0.64951754
Acronis,Procore,0.3502166,0.6497834
2CRSI,ARM Holdings,0.3498458,0.65015423
Wayve,1X Technologies,0.34967244,0.65032756
Anthropic,Nabla,0.34942272,0.6505773
Cohere,Black Forest AI GmbH,0.34934074,0.65065926
Databricks,Owkin,0.3490992,0.65090084
Parloa,Perplexity AI,0.3487939,0.65120614
Anthropic,2CRSI,0.3487229,0.65127707
Mistral AI,Shift Technology,0.34864375,0.6513562
PolyAI,BuildOps,0.34861735,0.6513827
ManoMano,2CRSI,0.34859818,0.6514018
UiPath,BuildOps,0.34820077,0.6517992
PhotoRoom,PlanRadar,0.34819546,0.65180457
Groq,Cambricon Technologies,0.3480394,0.6519606
Mistral AI,Wayve,0.34778902,0.65221095
Black Forest AI GmbH,SiPearl,0.34759453,0.6524055
Multiverse Computing,Owkin,0.34722283,0.6527772
UiPath,Adobe,0.34714416,0.6528559
Owkin,DentalMonitoring,0.3470047,0.6529953
Mistral AI,Apollo,0.34697318,0.6530268
MiniMax,DeepL,0.3468496,0.65315044
Anthropic,Exotec,0.34677517,0.6532248
Nscale,Aleph Alpha,0.34672734,0.6532726
Celonis,Cohere,0.34663057,0.6533694
Y combinator,Nabla,0.3464237,0.6535763
Adobe,PlanRadar,0.34631702,0.65368295
Parloa,Hailo Technologies,0.34630242,0.6536976
Anthropic,Cambricon Technologies,0.34614334,0.65385664
Aqemia,Comand AI,0.34609982,0.65390015
Hailo Technologies,Palantir,0.34591985,0.65408015
2CRSI,Cambricon Technologies,0.34590074,0.6540992
Groq,PhotoRoom,0.3456968,0.6543032
Aqemia,Cambricon Technologies,0.34547916,0.65452087
Alibaba,Lightspeed,0.34547693,0.6545231
01.AI,PhotoRoom,0.34545773,0.65454227
Groq,PolyAI,0.34534568,0.6546543
AMD,Black Forest AI GmbH,0.34516993,0.6548301
Databricks,1X Technologies,0.34499398,0.65500605
Waymo,Einride,0.34483457,0.65516543
Palantir,SiPearl,0.3447917,0.6552083
Cohere,MiniMax,0.3447724,0.6552276
Nscale,Oracle,0.34473023,0.65526974
Harvey,Black Forest Labs,0.344483,0.655517
Cohere,Owkin,0.34423482,0.6557652
Applied Intuition,Owkin,0.34418288,0.65581715
Black Forest AI GmbH,Tessl,0.34417352,0.65582645
Shift Technology,Black Forest AI GmbH,0.34401992,0.6559801
1X Technologies,PlanRadar,0.34401444,0.6559856
Shift Technology,Exotec,0.3438543,0.6561457
Hailo Technologies,Aqemia,0.34373748,0.6562625
Aleph Alpha,Apollo,0.34368426,0.65631574
Harvey,Apollo,0.3435666,0.6564334
2CRSI,Appen,0.34349802,0.656502
Anthropic,Xelix,0.34348878,0.6565112
Apollo,SiPearl,0.34348506,0.65651494
Harvey,Aleph Alpha,0.34347218,0.6565278
Nscale,Appen,0.34342173,0.6565783
Indium,Aqemia,0.3433981,0.6566019
Aqemia,Appen,0.34335804,0.65664196
Exotec,Aqemia,0.34315538,0.6568446
Apollo,Xelix,0.3430908,0.6569092
Palantir,Tessl,0.34304175,0.6569582
Anthropic,Einride,0.34296954,0.65703046
Nscale,Wayve,0.34295413,0.65704584
Applied Intuition,ARM Holdings,0.3428057,0.65719426
World Labs,Palantir,0.34270358,0.6572964
ByteDance,Oracle,0.34258524,0.6574148
PhotoRoom,Comand AI,0.34244338,0.65755665
Databricks,MiniMax,0.34228086,0.65771914
Mistral AI,Applied Intuition,0.342134,0.657866
Y combinator,ARM Holdings,0.34207606,0.65792394
ByteDance,Synthesia,0.34207577,0.65792423
AMD,H Company,0.34200463,0.65799534
Y combinator,Appen,0.34174725,0.6582527
ByteDance,Groq,0.34171426,0.65828574
BenevolentAI,Aleph Alpha,0.3416573,0.6583427
ManoMano,Cognism,0.34153736,0.65846264
Waymo,RobCo GmbH,0.3414208,0.65857923
Oracle,Owkin,0.34138158,0.65861845
Synthesia,DeepL,0.3413431,0.6586569
Berkshire Hathaway,AMD,0.34124723,0.6587528
Applied Intuition,BenevolentAI,0.3411906,0.6588094
MiniMax,Exotec,0.34095865,0.65904135
Multiverse Computing,Sakana AI,0.3409174,0.6590826
Cerebras,Lightspeed,0.34080517,0.6591948
Shift Technology,H Company,0.3406984,0.65930164
ByteDance,1X Technologies,0.3405356,0.65946436
Groq,RobCo GmbH,0.34047452,0.6595255
1X Technologies,Clay,0.34039047,0.65960956
World Labs,Indium,0.34030226,0.6596978
Applied Intuition,Hailo Technologies,0.3402239,0.6597761
Clay,Comand AI,0.34000495,0.6599951
Hailo Technologies,Cognism,0.33952498,0.660475
OpenAI,Adobe,0.3392632,0.6607368
BenevolentAI,Prophesee,0.33922595,0.66077405
Y combinator,Xelix,0.3391799,0.6608201
Perplexity,Apollo,0.33913064,0.66086936
2CRSI,PhotoRoom,0.33909053,0.6609095
Databricks,Indium,0.33902973,0.6609703
Cerebras,MiniMax,0.33899397,0.66100603
BenevolentAI,RobCo GmbH,0.338951,0.661049
Acronis,Exotec,0.338849,0.661151
Groq,DeepL,0.3388279,0.6611721
Harvey,RobCo GmbH,0.33878615,0.6612139
Harvey,Palantir,0.3387545,0.66124547
AMI - Advanced Machine Intelligence,Lightspeed,0.3385081,0.6614919
Apollo,PlanRadar,0.33835465,0.66164535
Black Forest Labs,H Company,0.3383313,0.66166866
ARM Holdings,BuildOps,0.33795804,0.66204196
Y combinator,Tessl,0.3378857,0.66211426
H Company,Aqemia,0.33769435,0.66230565
Cohere,PolyAI,0.33761162,0.6623884
Lightspeed,Tessl,0.3376046,0.66239536
UiPath,Procore,0.3375141,0.6624859
Scale AI,PlanRadar,0.33728853,0.6627115
Exotec,Indium,0.33728394,0.66271603
Acronis,Fal,0.33719543,0.6628046
Indium,Comand AI,0.33706543,0.66293454
World Labs,Cambricon Technologies,0.3369351,0.6630649
1X Technologies,Black Forest AI GmbH,0.3368736,0.6631264
Sidetrade,BuildOps,0.33682752,0.6631725
ByteDance,Physical Intelligence,0.33670282,0.6632972
1X Technologies,Shift Technology,0.3365297,0.66347027
Y combinator,Aqemia,0.33642256,0.66357744
Qualcomm,Cambricon Technologies,0.33627358,0.66372645
Harvey,1X Technologies,0.33624735,0.6637527
Einride,ARM Holdings,0.33599132,0.6640087
Oracle,Lightspeed,0.3359388,0.6640612
ByteDance,AMI - Advanced Machine Intelligence,0.33591157,0.6640884
Exotec,Comand AI,0.3358539,0.66414607
AMD,Aqemia,0.3358406,0.6641594
Anthropic,Applied Intuition,0.33576444,0.6642356
ByteDance,Hugging Face,0.33576307,0.6642369
YouTube,Synthesia,0.33567184,0.66432816
Black Forest Labs,DeepL,0.3356255,0.6643745
Alibaba,Exotec,0.33558497,0.664415
Waymo,Black Forest AI GmbH,0.33541846,0.66458154
Alibaba,Databricks,0.33537883,0.6646212
OpenAI,Sidetrade,0.33520496,0.66479504
Y combinator,SiPearl,0.33508828,0.66491175
Procore,H Company,0.33506924,0.66493076
World Labs,PolyAI,0.3350365,0.6649635
AMI - Advanced Machine Intelligence,Indium,0.33503488,0.66496515
RobCo GmbH,Indium,0.33500692,0.66499305
Aleph Alpha,Sidetrade,0.3349126,0.6650874
AMI - Advanced Machine Intelligence,Cambricon Technologies,0.33490297,0.665097
Cohere,1X Technologies,0.33485553,0.66514444
Nscale,Celonis,0.33431828,0.6656817
Databricks,Wayve,0.33429712,0.6657029
5C,Cognism,0.3342377,0.6657623
ManoMano,Tessl,0.33415174,0.66584826
Perplexity,Sidetrade,0.3341323,0.6658677
Black Forest Labs,Adobe,0.33396798,0.666032
DentalMonitoring,Prophesee,0.33387887,0.6661211
Qualified,PlanRadar,0.33380672,0.66619325
ManoMano,Einride,0.33364147,0.66635853
ManoMano,BenevolentAI,0.33338708,0.6666129
Mistral AI,Y combinator,0.33317578,0.6668242
Lightspeed,SiPearl,0.33310598,0.666894
Celonis,Procore,0.3329755,0.6670245
MiniMax,Perplexity AI,0.33287844,0.6671215
Databricks,Cognism,0.33275282,0.6672472
Nscale,Adobe,0.3327394,0.6672606
H Company,Ant Group,0.3326397,0.6673603
Cerebras,Apollo,0.3324371,0.6675629
Harvey,01.AI,0.3323822,0.6676178
Procore,Comand AI,0.33204994,0.66795003
Hailo Technologies,Owkin,0.3317253,0.6682747
Nscale,01.AI,0.33148578,0.66851425
World Labs,Harvey,0.3313515,0.6686485
World Labs,ARM Holdings,0.3312018,0.6687982
Clay,Qualified,0.3311144,0.6688856
Perplexity,Clay,0.33095235,0.66904765
Y combinator,H Company,0.3307825,0.66921747
Apollo,Nabla,0.33075085,0.6692492
Cohere,Indium,0.33068088,0.66931915
RobCo GmbH,Hugging Face,0.3306595,0.6693405
Exotec,ARM Holdings,0.33065304,0.6693469
1X Technologies,Parloa,0.33062747,0.66937256
01.AI,Exotec,0.3306235,0.6693765
Palantir,Aqemia,0.33052936,0.66947067
Applied Intuition,Einride,0.3304086,0.6695914
PhotoRoom,H Company,0.33034047,0.6696595
Cerebras,PhotoRoom,0.33023533,0.66976464
MiniMax,Prophesee,0.3302158,0.6697842
Harvey,Lightspeed,0.3301392,0.66986084
AMI - Advanced Machine Intelligence,Ant Group,0.32994187,0.67005813
Wayve,Aqemia,0.3298541,0.67014587
5C,BenevolentAI,0.3297966,0.6702034
Celonis,Multiverse Computing,0.32974508,0.67025495
1X Technologies,Adobe,0.32956788,0.6704321
ManoMano,SiPearl,0.32948905,0.67051095
Acronis,Synthesia,0.32948685,0.67051315
Scale AI,Cambricon Technologies,0.32941303,0.67058694
ManoMano,PlanRadar,0.32935053,0.67064947
Perplexity,Exotec,0.32934275,0.6706573
Acronis,BenevolentAI,0.32915413,0.67084587
MiniMax,Sidetrade,0.32899266,0.67100734
PhotoRoom,Exotec,0.32885554,0.6711445
01.AI,Prophesee,0.32877108,0.6712289
Lightspeed,Nabla,0.32865754,0.6713425
Wayve,PlanRadar,0.3283965,0.6716035
ManoMano,Nabla,0.3283546,0.6716454
Anthropic,Shift Technology,0.32835236,0.67164767
YouTube,Adobe,0.32822582,0.67177415
Einride,Lightspeed,0.32818997,0.67181003
Parloa,Clay,0.3280312,0.6719688
Databricks,Sidetrade,0.3279978,0.6720022
Celonis,Y combinator,0.32796016,0.67203987
Owkin,Appen,0.32768062,0.6723194
Wayve,2CRSI,0.3274154,0.6725846
ByteDance,Clay,0.32730657,0.67269343
Sidetrade,Hailo Technologies,0.32726166,0.6727383
RobCo GmbH,PlanRadar,0.3271268,0.6728732
Oracle,Cognism,0.3270665,0.67293346
Lightspeed,BuildOps,0.32704616,0.67295384
ByteDance,BuildOps,0.326938,0.67306197
Appen,Cambricon Technologies,0.32687786,0.67312217
Cohere,ManoMano,0.3268522,0.6731478
ContentSquare,Exotec,0.32680705,0.673193
UiPath,World Labs,0.32672095,0.67327905
UiPath,RobCo GmbH,0.32663554,0.67336446
AMD,BenevolentAI,0.32640475,0.67359525
01.AI,DeepL,0.32632527,0.6736747
Celonis,PhotoRoom,0.3261285,0.6738715
Cohere,Apollo,0.32609585,0.6739042
Parloa,BuildOps,0.3259125,0.6740875
5C,Aleph Alpha,0.3257943,0.67420566
5C,Ant Group,0.32568964,0.6743103
Waymo,Perplexity,0.32551616,0.67448384
ContentSquare,Synthesia,0.32549223,0.67450774
Cohere,Black Forest Labs,0.3252947,0.67470527
AMI - Advanced Machine Intelligence,BuildOps,0.32524914,0.67475086
Perplexity,Hailo Technologies,0.32518542,0.6748146
UiPath,Aqemia,0.32515472,0.6748453
Cohere,Procore,0.3250487,0.6749513
Alibaba,Black Forest AI GmbH,0.32496643,0.67503357
Nscale,Synthesia,0.3248627,0.6751373
ContentSquare,Apollo,0.32478127,0.6752187
Cohere,H Company,0.32473916,0.67526084
Alibaba,Cerebras,0.32462332,0.67537665
Cohere,AMI - Advanced Machine Intelligence,0.32451445,0.67548555
Y combinator,PlanRadar,0.32448104,0.675519
Cohere,DeepL,0.32445762,0.67554235
Perplexity AI,RobCo GmbH,0.32443044,0.67556953
PhotoRoom,Black Forest AI GmbH,0.32442853,0.67557144
BenevolentAI,Sidetrade,0.3244031,0.6755969
Mistral AI,2CRSI,0.32438892,0.6756111
Lightspeed,Xelix,0.32434508,0.6756549
5C,Adobe,0.3242771,0.6757229
Wayve,Adobe,0.32423815,0.6757618
Mistral AI,Exotec,0.32397288,0.6760271
Sidetrade,Black Forest Labs,0.32281232,0.6771877
AMD,Ant Group,0.32272622,0.67727375
DeepL,Hugging Face,0.32265192,0.6773481
Owkin,Apollo,0.32246664,0.6775334
Synthesia,Sidetrade,0.32245633,0.67754364
Shift Technology,Cognism,0.3224376,0.67756236
MiniMax,AMI - Advanced Machine Intelligence,0.3223483,0.6776517
Cerebras,BuildOps,0.32231542,0.67768455
2CRSI,01.AI,0.32230362,0.67769635
Multiverse Computing,BenevolentAI,0.32226846,0.6777315
Nscale,Aqemia,0.32215467,0.67784536
Physical Intelligence,Tessl,0.3221028,0.6778972
Owkin,H Company,0.32209888,0.67790115
Oracle,Clay,0.3220017,0.6779983
Groq,Fal,0.3218642,0.6781358
Databricks,Prophesee,0.32167447,0.67832553
Physical Intelligence,SiPearl,0.32166716,0.6783328
Nscale,Clay,0.321644,0.678356
Aleph Alpha,Palantir,0.32160145,0.67839855
Cerebras,Y combinator,0.32154128,0.6784587
5C,DeepL,0.3212494,0.67875063
PhotoRoom,Appen,0.3210202,0.6789798
UiPath,Prophesee,0.32064766,0.67935234
Perplexity,H Company,0.3205066,0.6794934
H Company,PlanRadar,0.32042328,0.67957675
Palantir,Prophesee,0.32039034,0.67960966
AMD,ManoMano,0.3203162,0.6796838
2CRSI,Prophesee,0.32025805,0.679742
Groq,ContentSquare,0.32017547,0.67982453
Hailo Technologies,Clay,0.3201738,0.6798262
Exotec,Apollo,0.32015625,0.6798438
Sidetrade,Gousto,0.3201496,0.6798504
ByteDance,BenevolentAI,0.31993857,0.68006146
Multiverse Computing,SiPearl,0.3197798,0.6802202
Shift Technology,Procore,0.31946868,0.6805313
World Labs,AMD,0.3192782,0.68072176
ManoMano,Xelix,0.3192123,0.6807877
Celonis,Aleph Alpha,0.31913704,0.68086296
BenevolentAI,Perplexity AI,0.31908175,0.6809182
Databricks,Apollo,0.31885663,0.6811434
OpenAI,Qualified,0.31876698,0.68123305
ByteDance,2CRSI,0.31866124,0.6813388
Multiverse Computing,Tessl,0.31861237,0.68138766
2CRSI,Hailo Technologies,0.3183673,0.6816327
AMI - Advanced Machine Intelligence,Adobe,0.3183577,0.6816423
Cohere,PhotoRoom,0.31814823,0.68185174
RobCo GmbH,Prophesee,0.3181044,0.6818956
Groq,Cognism,0.31804785,0.6819521
MiniMax,Parloa,0.31802112,0.6819789
ARM Holdings,Clay,0.31793383,0.6820662
Harvey,Owkin,0.31789318,0.68210685
Scale AI,DentalMonitoring,0.31763938,0.68236065
Harvey,AMD,0.31754616,0.6824539
Databricks,Celonis,0.3173581,0.68264186
Nscale,H Company,0.31728232,0.6827177
Nscale,PolyAI,0.31727982,0.6827202
PhotoRoom,Sakana AI,0.31718704,0.6828129
Exotec,Ant Group,0.3171657,0.68283427
Owkin,Lightspeed,0.31713772,0.6828623
1X Technologies,Prophesee,0.31713647,0.68286353
Cerebras,Acronis,0.31707314,0.6829269
Mistral AI,Ant Group,0.31698248,0.6830175
Perplexity,Indium,0.31679586,0.6832042
Black Forest Labs,Cognism,0.31646398,0.68353605
DeepL,Lightspeed,0.31636673,0.68363327
Waymo,Groq,0.31633598,0.683664
Shift Technology,PlanRadar,0.3162132,0.6837868
ByteDance,RobCo GmbH,0.31620055,0.68379945
Multiverse Computing,Nabla,0.31611288,0.6838871
2CRSI,Aqemia,0.31592086,0.6840792
Black Forest AI GmbH,Cognism,0.31586796,0.68413204
Databricks,DeepL,0.31555107,0.68444896
Multiverse Computing,Xelix,0.31549773,0.68450224
Y combinator,Synthesia,0.31548777,0.68451226
Perplexity,DeepL,0.31528825,0.68471175
Cohere,BenevolentAI,0.31522298,0.684777
Groq,Acronis,0.31511065,0.6848893
Alibaba,ARM Holdings,0.31503168,0.68496835
Synthesia,Indium,0.3146669,0.68533313
Acronis,Cambricon Technologies,0.3145604,0.6854396
AMD,Synthesia,0.3145553,0.6854447
OpenAI,Cambricon Technologies,0.31433418,0.68566585
5C,Owkin,0.31433406,0.68566597
Y combinator,Sakana AI,0.31428638,0.68571365
AMD,Einride,0.3142798,0.6857202
Hailo Technologies,DeepL,0.31395575,0.6860442
Perplexity AI,Black Forest Labs,0.3137991,0.68620086
Einride,Comand AI,0.3137821,0.6862179
2CRSI,Adobe,0.3136325,0.6863675
RobCo GmbH,Sakana AI,0.31361604,0.68638396
Parloa,RobCo GmbH,0.31358138,0.68641865
1X Technologies,Perplexity AI,0.31350413,0.6864959
Acronis,Comand AI,0.3134786,0.6865214
Databricks,Synthesia,0.31318772,0.6868123
Celonis,01.AI,0.313174,0.686826
5C,Sidetrade,0.31312588,0.68687415
Harvey,Appen,0.31308562,0.6869144
Physical Intelligence,Nabla,0.31282264,0.68717736
Black Forest Labs,Nabla,0.31281945,0.6871805
PolyAI,Sidetrade,0.31272402,0.687276
ByteDance,Exotec,0.3125643,0.6874357
Hailo Technologies,Cambricon Technologies,0.31254333,0.68745667
Applied Intuition,PolyAI,0.31236553,0.68763447
Synthesia,Procore,0.31232053,0.68767947
Wayve,Perplexity AI,0.3121674,0.6878326
Perplexity AI,Aleph Alpha,0.3119919,0.68800807
Multiverse Computing,Aleph Alpha,0.31190225,0.6880977
DeepL,Aqemia,0.31188118,0.6881188
Celonis,Lightspeed,0.31185272,0.6881473
ByteDance,Celonis,0.31182075,0.68817925
Nscale,BuildOps,0.3118052,0.6881948
Owkin,ARM Holdings,0.31179106,0.68820894
Black Forest Labs,RobCo GmbH,0.3117518,0.68824816
Cohere,ARM Holdings,0.31161782,0.68838215
01.AI,Cambricon Technologies,0.3115013,0.68849874
World Labs,Clay,0.31136817,0.68863183
Apollo,Cambricon Technologies,0.31136507,0.68863493
Harvey,BuildOps,0.31126493,0.68873507
Anthropic,Sidetrade,0.31082878,0.6891712
H Company,Qualified,0.31076768,0.68923235
Black Forest Labs,Xelix,0.31061116,0.6893889
Berkshire Hathaway,Hugging Face,0.31060433,0.68939567
ManoMano,Ant Group,0.31052718,0.6894728
Lightspeed,Qualified,0.31040192,0.6895981
ManoMano,Palantir,0.31038064,0.68961936
Alibaba,PhotoRoom,0.31035653,0.6896435
OpenAI,BuildOps,0.31026813,0.68973184
Oracle,Apollo,0.31021363,0.6897864
ContentSquare,Sidetrade,0.31021127,0.6897887
BenevolentAI,ARM Holdings,0.31007046,0.68992954
H Company,Clay,0.310021,0.68997896
World Labs,Shift Technology,0.30994472,0.69005525
2CRSI,Shift Technology,0.3098786,0.6901214
ByteDance,Cerebras,0.30985183,0.6901482
Y combinator,BenevolentAI,0.30956653,0.6904335
AMD,BuildOps,0.30926213,0.69073784
ContentSquare,ManoMano,0.30926174,0.69073826
Black Forest Labs,Exotec,0.30921867,0.69078135
Waymo,Owkin,0.30921096,0.69078904
RobCo GmbH,Cognism,0.30914807,0.6908519
Black Forest Labs,SiPearl,0.30910844,0.69089156
Sidetrade,Indium,0.3089784,0.69102156
MiniMax,Owkin,0.3088238,0.6911762
Acronis,Hugging Face,0.3088186,0.6911814
Berkshire Hathaway,Xelix,0.308418,0.69158196
Black Forest AI GmbH,PlanRadar,0.30798298,0.692017
Multiverse Computing,Synthesia,0.307881,0.692119
Scale AI,Qualified,0.30773067,0.6922693
World Labs,Sidetrade,0.30761978,0.6923802
Perplexity,5C,0.30738372,0.6926163
ContentSquare,BuildOps,0.3069323,0.69306767
Waymo,Appen,0.30690584,0.69309413
Databricks,Exotec,0.30679783,0.69320214
Oracle,Comand AI,0.3064827,0.6935173
Harvey,Black Forest AI GmbH,0.30647758,0.69352245
Celonis,Qualified,0.30639,0.69361
Einride,Prophesee,0.30629808,0.6937019
Adobe,Ant Group,0.30622143,0.6937786
PolyAI,PhotoRoom,0.30601165,0.6939883
Shift Technology,BuildOps,0.30570027,0.6942997
Anthropic,Cognism,0.30558515,0.69441485
Alibaba,Black Forest Labs,0.30556875,0.69443125
World Labs,Adobe,0.30514213,0.69485784
ContentSquare,Comand AI,0.30489564,0.69510436
Acronis,Appen,0.3048014,0.6951986
Black Forest AI GmbH,Ant Group,0.30470052,0.6952995
Waymo,Physical Intelligence,0.30450174,0.6954982
Cerebras,Cohere,0.3044775,0.6955225
Perplexity,PhotoRoom,0.3043571,0.6956429
2CRSI,Black Forest Labs,0.30425113,0.69574887
Aqemia,Qualcomm,0.3041548,0.6958452
ByteDance,MiniMax,0.30412918,0.6958708
Comand AI,Cambricon Technologies,0.3040985,0.6959015
Groq,Adobe,0.30405152,0.6959485
BenevolentAI,PhotoRoom,0.30399194,0.6960081
Alibaba,Sidetrade,0.30390334,0.69609666
Indium,BuildOps,0.30380496,0.696195
5C,Perplexity AI,0.30377677,0.69622326
ByteDance,Aqemia,0.3036677,0.69633234
Celonis,Cambricon Technologies,0.30358338,0.6964166
Alibaba,YouTube,0.30354822,0.6964518
Perplexity,Aleph Alpha,0.30334207,0.6966579
Berkshire Hathaway,Palantir,0.30331784,0.69668216
Anthropic,Harvey,0.30313966,0.6968603
Perplexity,Multiverse Computing,0.30308685,0.6969131
MiniMax,AMD,0.30305925,0.6969408
Physical Intelligence,BuildOps,0.3029246,0.69707537
2CRSI,Owkin,0.30291682,0.6970832
Physical Intelligence,Xelix,0.30287954,0.6971204
MiniMax,Adobe,0.30286747,0.6971325
Perplexity,DentalMonitoring,0.30277115,0.69722885
Alibaba,Synthesia,0.30261824,0.69738173
Perplexity,AMI - Advanced Machine Intelligence,0.3024721,0.6975279
Alibaba,Cambricon Technologies,0.30246344,0.6975366
RobCo GmbH,Cambricon Technologies,0.30244818,0.69755185
Palantir,BuildOps,0.30238938,0.6976106
Oracle,Prophesee,0.3022885,0.69771147
Mistral AI,Parloa,0.3022883,0.6977117
PhotoRoom,Oracle,0.30225345,0.6977465
Acronis,BuildOps,0.30221206,0.69778794
Oracle,Ant Group,0.30219778,0.6978022
Databricks,Aqemia,0.3020455,0.69795454
Sidetrade,H Company,0.30191356,0.69808644
Databricks,Multiverse Computing,0.30190784,0.69809216
Berkshire Hathaway,Nabla,0.30178002,0.69822
Databricks,H Company,0.30177423,0.69822574
Adobe,Prophesee,0.30173114,0.6982689
5C,Parloa,0.30157325,0.6984267
Oracle,Aqemia,0.30145612,0.6985439
Alibaba,Adobe,0.30131865,0.69868135
Sidetrade,Sakana AI,0.30121037,0.6987896
Physical Intelligence,Cohere,0.30115622,0.6988438
Sakana AI,Cambricon Technologies,0.3010728,0.69892716
ByteDance,Palantir,0.30106318,0.6989368
Black Forest Labs,Ant Group,0.3010244,0.69897556
Multiverse Computing,Qualcomm,0.30099145,0.6990086
5C,Qualified,0.3009774,0.6990226
Wayve,Y combinator,0.30084306,0.69915694
Applied Intuition,H Company,0.3006153,0.6993847
Sidetrade,Fal,0.30048853,0.69951147
ContentSquare,Aqemia,0.30047607,0.6995239
PolyAI,PlanRadar,0.30042878,0.69957125
1X Technologies,Owkin,0.30036288,0.6996371
ByteDance,Sakana AI,0.3003476,0.69965243
Waymo,1X Technologies,0.30022997,0.69977003
MiniMax,Ant Group,0.3002172,0.6997828
Black Forest Labs,Tessl,0.30017775,0.69982225
Owkin,Clay,0.30003843,0.69996154
AMI - Advanced Machine Intelligence,Einride,0.30003405,0.69996595
Nscale,Cohere,0.29981062,0.70018935
ByteDance,PhotoRoom,0.29979914,0.70020086
Procore,Black Forest AI GmbH,0.29977745,0.70022255
UiPath,PlanRadar,0.29962862,0.7003714
Harvey,Adobe,0.29959974,0.70040023
Wayve,Cambricon Technologies,0.29951617,0.7004838
Adobe,Qualified,0.2994583,0.70054173
Y combinator,Qualified,0.29942217,0.70057786
Physical Intelligence,Ant Group,0.2993612,0.7006388
ContentSquare,Appen,0.29908392,0.70091605
Cohere,Prophesee,0.2990022,0.7009978
Hailo Technologies,Ant Group,0.29899013,0.70100987
Nscale,BenevolentAI,0.2988322,0.7011678
Multiverse Computing,Appen,0.29878083,0.7012192
ManoMano,Cambricon Technologies,0.29877722,0.7012228
Apollo,DentalMonitoring,0.29867357,0.70132643
Harvey,PolyAI,0.29853508,0.7014649
